1,-3.1878,55.9444,110,-3.187902606042998,55.94468190778624,hurt.green.filer
2,-3.187902606042998,55.94468190778624,320,-3.187672792710062,55.944489071503334,null
3,-3.187672792710062,55.944489071503334,10,-3.1873773503841583,55.944541165956636,null
4,-3.1873773503841583,55.944541165956636,0,-3.187077350384158,55.944541165956636,null
5,-3.187077350384158,55.944541165956636,10,-3.1867819080582542,55.94459326040994,artist.gets.react
6,-3.1867819080582542,55.94459326040994,10,-3.1864864657323504,55.94464535486324,rated.fired.crowds
7,-3.1864864657323504,55.94464535486324,360,-3.18618646573235,55.94464535486324,null
8,-3.18618646573235,55.94464535486324,360,-3.18588646573235,55.94464535486324,null
9,-3.18588646573235,55.94464535486324,350,-3.185591023406446,55.94459326040994,null
10,-3.185591023406446,55.94459326040994,360,-3.185291023406446,55.94459326040994,acid.chair.butter
11,-3.185291023406446,55.94459326040994,20,-3.1850091156202103,55.94469586645294,null
12,-3.1850091156202103,55.94469586645294,30,-3.1847493079990747,55.94484586645294,null
13,-3.1847493079990747,55.94484586645294,20,-3.184467400212839,55.94494847249594,sports.topic.clocks
14,-3.184467400212839,55.94494847249594,120,-3.184617400212839,55.94520828011707,null
15,-3.184617400212839,55.94520828011707,120,-3.184767400212839,55.945468087738206,null
16,-3.184767400212839,55.945468087738206,120,-3.1849174002128393,55.94572789535934,rider.aura.bulb
17,-3.1849174002128393,55.94572789535934,140,-3.185147213545775,55.945920731642246,null
18,-3.185147213545775,55.945920731642246,130,-3.185340049828681,55.94615054497518,prime.rent.silk
19,-3.185340049828681,55.94615054497518,200,-3.1856219576149165,55.94604793893218,null
20,-3.1856219576149165,55.94604793893218,200,-3.1859038654011522,55.94594533288918,null
21,-3.1859038654011522,55.94594533288918,200,-3.186185773187388,55.94584272684618,null
22,-3.186185773187388,55.94584272684618,200,-3.1864676809736237,55.94574012080318,null
23,-3.1864676809736237,55.94574012080318,200,-3.1867495887598594,55.94563751476018,hidden.handle.softly
24,-3.1867495887598594,55.94563751476018,230,-3.186942425042765,55.94540770142724,spent.spoon.bolt
25,-3.186942425042765,55.94540770142724,130,-3.187135261325671,55.94563751476018,null
26,-3.187135261325671,55.94563751476018,130,-3.1873280976085767,55.945867328093115,slips.mass.baking
27,-3.1873280976085767,55.945867328093115,200,-3.1876100053948124,55.945764722050114,null
28,-3.1876100053948124,55.945764722050114,200,-3.187891913181048,55.945662116007114,null
29,-3.187891913181048,55.945662116007114,200,-3.188173820967284,55.94555950996411,skills.less.herb
30,-3.188173820967284,55.94555950996411,190,-3.1884692632931877,55.94550741551081,null
31,-3.1884692632931877,55.94550741551081,190,-3.1887647056190915,55.94545532105751,shady.soft.phones
32,-3.1887647056190915,55.94545532105751,280,-3.1887126111657915,55.9451598787316,rooms.lamp.teach
33,-3.1887126111657915,55.9451598787316,250,-3.188815217208789,55.94487797094536,null
34,-3.188815217208789,55.94487797094536,240,-3.1889652172087892,55.94461816332423,null
35,-3.1889652172087892,55.94461816332423,250,-3.189067823251787,55.94433625553799,spoon.invest.every
36,-3.189067823251787,55.94433625553799,290,-3.1889652172087892,55.94405434775175,noted.friday.jams
37,-3.1889652172087892,55.94405434775175,0,-3.188665217208789,55.94405434775175,null
38,-3.188665217208789,55.94405434775175,0,-3.188365217208789,55.94405434775175,rush.crown.link
39,-3.188365217208789,55.94405434775175,300,-3.1882152172087888,55.94379454013062,null
40,-3.1882152172087888,55.94379454013062,310,-3.188022380925883,55.94356472679768,scare.cubs.resort
41,-3.188022380925883,55.94356472679768,0,-3.187722380925883,55.94356472679768,null
42,-3.187722380925883,55.94356472679768,10,-3.187426938599979,55.943616821250984,shut.stands.media
43,-3.187426938599979,55.943616821250984,310,-3.187234102317073,55.94338700791805,scale.chair.kinds
44,-3.187234102317073,55.94338700791805,230,-3.187426938599979,55.94315719458511,null
45,-3.187426938599979,55.94315719458511,240,-3.187576938599979,55.94289738696398,panic.squad.danger
46,-3.187576938599979,55.94289738696398,0,-3.187276938599979,55.94289738696398,null
47,-3.187276938599979,55.94289738696398,10,-3.186981496274075,55.94294948141728,null
48,-3.186981496274075,55.94294948141728,0,-3.186681496274075,55.94294948141728,null
49,-3.186681496274075,55.94294948141728,10,-3.186386053948171,55.94300157587058,null
50,-3.186386053948171,55.94300157587058,0,-3.186086053948171,55.94300157587058,null
51,-3.186086053948171,55.94300157587058,10,-3.185790611622267,55.943053670323884,toned.deflection.bland
52,-3.185790611622267,55.943053670323884,320,-3.1855607982893313,55.94286083404098,dent.shins.cycle
53,-3.1855607982893313,55.94286083404098,20,-3.1852788905030955,55.94296344008398,null
54,-3.1852788905030955,55.94296344008398,20,-3.18499698271686,55.94306604612698,null
55,-3.18499698271686,55.94306604612698,30,-3.1847371750957243,55.94321604612698,brings.remedy.latter
56,-3.1847371750957243,55.94321604612698,130,-3.18493001137863,55.94344585945991,null
57,-3.18493001137863,55.94344585945991,130,-3.185122847661536,55.94367567279285,hello.love.keys
58,-3.185122847661536,55.94367567279285,140,-3.1853526609944716,55.943868509075756,null
59,-3.1853526609944716,55.943868509075756,150,-3.185612468615607,55.944018509075754,manliness.poem.cliff
